9-0-413644455-0,CC(C)C(CNC(=O)CNC(=O)[Au])CO[Cu],1.964540846446819e-08
9-0-246292713-0,CC(CCCN(CCO[Cu])C(C)C)OC(=O)[Au],2.8139206656384056e-08
9-0-33237992-0,CCC(CC#N)NC(=O)C(NC(=O)[Au])C(C)O[Cu],1.855475880154138e-08
9-0-1119512168-0,CC(O[Cu])C(=O)NCCCOCCOC(=O)[Au],1.9149175424936403e-08
9-0-13129330-0,C#CCNC(=O)CNC(CO[Cu])COC(=O)[Au],2.077822390618167e-08
9-0-1119505457-0,NC(=O)CN(CCO[Cu])CCOC(=O)[Au],1.8049990494429906e-08
9-0-246165952-0,CCN(CCCO[Cu])CCCOC(=O)[Au],4.789939396981453e-08
9-0-246315977-0,CCCC(CN(C)C(C)CCO[Cu])OC(=O)[Au],4.389639719198594e-08
9-0-1119508440-0,COCCN(CCNC(=O)[Au])CCO[Cu],5.182285240534221e-08
9-0-246228464-0,CN(CCCCCO[Cu])CCCCNC(=O)[Au],3.690627154493661e-08
9-0-413641101-0,COCCCCN(CCNC(=O)[Au])CCO[Cu],6.853044675813517e-08
9-0-413658623-0,CC(N[Cu])C(C)C(=O)NCC=CCOC(=O)[Au],1.0353756816125328e-08
9-0-413605275-0,CC(C)C(C)(CN[Cu])NCCOC(=O)[Au],2.2503163374440495e-08
9-0-13127184-0,CC(C#N)OCCNC(CO[Cu])COC(=O)[Au],2.1000393183624106e-08
9-0-962043503-0,CC(N[Cu])C(OC(=O)[Au])C(=O)OC(C)(C)C,2.376943616125475e-08
9-0-538227682-0,O=C([Au])OCCOCCCOCCO[Cu],7.639501302539447e-08
9-0-413609437-0,CCOCCN(C)CC(CO[Cu])OC(=O)[Au],3.9056804079940985e-08
9-0-33212329-0,CC(CC#N)NCC(CO[Cu])OC(=O)[Au],2.8464977586059393e-08
9-0-413641963-0,CCCCC(=O)NCC(CNC(=O)[Au])O[Cu],1.619535695854141e-08
9-0-413678226-0,CCNC(=S)NC(COC(=O)[Au])C(C)O[Cu],2.9513239551478086e-08
9-0-413592446-0,CN(CCCOC(=O)[Au])CCO[Cu],5.047572041958354e-08
9-0-413632580-0,CCN(CCOCCO[Cu])CC(C)OC(=O)[Au],8.754270106244057e-08
9-0-1119508922-0,CCOC(=O)C(=O)NCC(COC(=O)[Au])O[Cu],2.4798897542291284e-08
9-0-413618131-0,CCN(CCOC(=O)[Au])C(=O)C(C)(C)O[Cu],1.217417981116836e-08
9-0-246339176-0,CCC(C)C(CNC(C)CCOC(=O)[Au])O[Cu],3.936993763067579e-08
9-0-538229849-0,CC(C)(CNCCO[Cu])NC(=O)[Au],2.1502201328470712e-08
9-0-1119505085-0,COC(=O)CN(CCO[Cu])CCOC(=O)[Au],3.517042180203266e-08
9-0-246199125-0,O=C([Au])OCCCSCCOCCO[Cu],1.0395403008332453e-07
9-0-1119515148-0,CON(C)C(=O)CC(CNC(=O)[Au])O[Cu],5.907439164406354e-08
9-0-1119512021-0,CCN(CCOCCO[Cu])C(=O)COC(=O)[Au],4.510430808862277e-08
9-0-33235727-0,C=CCN(C)CC(OC(=O)[Au])C(C)O[Cu],3.945270919135865e-08
9-0-413630687-0,CC(C)C(CO[Cu])NC(=O)COC(=O)[Au],2.6998991436168505e-08
9-0-1132277999-0,O=C([Au])OCCSCCCSCCO[Cu],4.769034139737403e-08
9-0-787202141-0,N#CN=C(NCCO[Cu])NCCOC(=O)[Au],1.3814387347501796e-08
9-0-33234131-0,C=CC(C)(O[Cu])C(=O)NC(C)CCNC(=O)[Au],1.464197904498115e-08
9-0-413617150-0,CC(C)C(CCO[Cu])NCCOC(=O)[Au],3.003854977915544e-08
9-0-962043366-0,O=C([Au])NCCSCSCCN[Cu],2.202054993981861e-08
9-0-478224260-0,CC(CN(N)CC(C)OC(=O)[Au])O[Cu],2.1787297758764074e-08
9-0-13128972-0,C#CCOCC(CNCCO[Cu])OC(=O)[Au],3.29385652898763e-08
9-0-413643927-0,CCC(COC(=O)[Au])N(C)CCOCCO[Cu],7.598622798967858e-08
9-0-1030688140-0,C=C(C)C(CCC(OC(=O)[Au])C(=C)C)O[Cu],4.2119411030904596e-08
9-0-1119509817-0,CN(CCO[Cu])CCOCCNC(=O)[Au],4.498066628861985e-08
9-0-413610849-0,CC(CC(=O)NC(C)CCO[Cu])NC(=O)[Au],1.656541035971259e-08
9-0-1119512883-0,COCC(C)(O[Cu])C(=O)N(C)CCOC(=O)[Au],2.0260252562747294e-08
9-0-246394304-0,CC(CCCC(=O)OCCCNC(=O)[Au])O[Cu],2.918181649100466e-08
9-0-1119506635-0,CCOC(=O)CNC(CO[Cu])COC(=O)[Au],3.370190118294626e-08
9-0-428452917-0,CN(CCO[Cu])CCOC(=O)[Au],4.684405930805112e-08
9-0-246304000-0,CC(CCNC(C)CC(C)NC(=O)[Au])N[Cu],1.9056839336736315e-08
9-0-1119507664-0,CCS(=O)(=O)NC(C)(CO[Cu])COC(=O)[Au],9.423088552973905e-09
9-0-482403593-0,O=C([Au])OCCOCCCCOCCO[Cu],8.60406008939447e-08
9-0-1119525508-0,CSCCNC(=O)C(COC(=O)[Au])N[Cu],1.3816972902371082e-08
9-0-246225341-0,CN(CCCCCOC(=O)[Au])CCCO[Cu],6.267031687022742e-08
9-0-33228440-0,C#CCN(CC#N)CC(OC(=O)[Au])C(C)O[Cu],2.655038735039557e-08
9-0-538231471-0,O=C([Au])OCCCOCCN[Cu],4.1908575498659845e-08
9-0-413667338-0,CCCN(CCC)C(=O)C(CO[Cu])NC(=O)[Au],1.5182986093424137e-08
9-0-413592517-0,CC(CNCC(F)(F)COC(=O)[Au])O[Cu],2.7952075348892932e-08
9-0-413597686-0,CN(C)CCCCNCC(COC(=O)[Au])O[Cu],5.340940855667031e-08
9-0-538226084-0,CC(COCCOCCOC(=O)[Au])O[Cu],7.397724606535522e-08
9-0-413643629-0,CN(CCOCCOC(=O)[Au])CC(C)(C)N[Cu],3.2615488313695914e-08
9-0-413595038-0,CC(C)(CNCCCO[Cu])OC(=O)[Au],3.356511116887969e-08
9-0-413673931-0,CC(C)N(C)C(=O)C(CCN[Cu])NC(=O)[Au],1.0611139819882244e-08
9-0-413617752-0,CC(N[Cu])C(=O)NCCCCCOC(=O)[Au],2.3412470054911448e-08
9-0-33232011-0,O=C([Au])NC(CCN[Cu])C(=O)NCCCS,1.1075809795166802e-08
9-0-941887045-0,CCCC(O[Cu])C(CCC)OC(=O)[Au],3.469827482883437e-08
9-0-1119504894-0,COCCNCC(CO[Cu])OC(=O)[Au],3.94400957382488e-08
9-0-322586560-0,CC(C#N)(CO[Cu])N=NC(C)(C#N)COC(=O)[Au],2.0559727620668824e-08
9-0-246295613-0,CC(CCNCC(C)OC(=O)[Au])CCO[Cu],5.89604188071376e-08
9-0-246408918-0,CCCCC(C)N(CCN[Cu])CCNC(=O)[Au],3.349355493945178e-08
9-0-679149576-0,O=C([Au])OCCCCCOCCCCCO[Cu],9.509609872750546e-08
9-0-413621493-0,CN(CCCO[Cu])C(=O)CC(C)(C)NC(=O)[Au],2.1123584118526883e-08
9-0-33229765-0,C=C(C)C(=O)N(C)CC(COC(=O)[Au])O[Cu],2.232311168156194e-08
9-0-1119520212-0,CNCCNC(=O)C(NC(=O)[Au])C(C)O[Cu],1.8185584043400907e-08
9-0-482405242-0,CC(C)(C)N(CO[Cu])COC(=O)[Au],2.070041554461064e-08
9-0-413691446-0,CC(CCONC(=N)CO[Cu])OC(=O)[Au],2.8986127494106075e-08
9-0-478223354-0,O=C([Au])NCCC(N[Cu])P(=O)(O)O,8.675339104111986e-09
9-0-246263586-0,CCN(CC(C)OC(=O)[Au])C(C)CO[Cu],4.8209060692550626e-08
9-0-246289734-0,CCC(NC(C)C(C)OC(=O)[Au])C(C)O[Cu],5.347798516408502e-08
9-0-413631662-0,O=C([Au])OCCCCCS(=O)CCO[Cu],4.072564385885122e-08
9-0-1119506581-0,COCC(C)NC(CO[Cu])COC(=O)[Au],4.183797003165613e-08
